Joueur,Poste,Cote,Var cote,Cote prédite,Enchère moy,% achat,% achat tour 1,Q2 Toutes tailles,Q3 Toutes tailles,Q2 à 6 joueurs,Q3 à 6 joueurs,Q2 à 8 joueurs,Q3 à 8 joueurs,Q2 à 10 joueurs,Q3 à 10 joueurs,Note,Note série,Note 1 an,Note M11,Nb match,Nb match série,Nb match 1 an,Variation,Var série,Var 1 an,But,Buts série,Buts 1 an,%Titu,%Titu série,%Titu 1 an,Temps,Tps série,Tps 1 an,Tps moy,Tps moy série,Tps moy 1 an,Min/But,Min/But 1 an,Min note/but,Prix/but,j11,j10,j9,j8,j7,j6,j5,j4,j3,j2,j1,j38,j37,j36,j35,j34,j33,j32,j31,j30,j29,j28,j27,j26,j25,j24,j23,j22,j21,j20,j19,j18,j17,j16,j15,j14,j13,j12,Cleansheet,But/Peno,But/Coup-franc,But/surface,Pass decis.,Occas° créée,Tirs,Tirs cadrés,Corner gagné,%Passes,Ballons,Interceptions,Tacles,%Duel,Fautes,But évité,Action stoppée,Poss Def,Poss Mil,Centres,Centres ratés,Dégagements,But concédé,Ballon perdu,Passe>Tir,Passe perfo,Dépossédé,Plonge&stop,Nb matchs gagnés,Erreur>But,Diff de buts,Grosse occas manquée,Balle non rattrapée,Bonus moy,Malus moy,Index MPGStats,DMI,Club,Prochain opposant,Date,Victoire probable,%Win+12J,%Win+16J,%Win+20J,Dispo@MPGLaurent?
Olliero Alexandre,G,7,0,,7,12.61,7.21,7,7,7,7,8,8,7,8,0,0,5.92,0,0,0,6,0,0,1.11,0,0,0,0,0,1,0,0,540,0,0,90,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,6,6,7.5,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Reims,Paris,sam. 11/11 17:00,21.50537634408602,0.48709,0.47682,0.48511,
Butelle Ludovic,G,3,0,,4,1.5,0.9,3,4,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Reims,Paris,sam. 11/11 17:00,21.50537634408602,0.48709,0.47682,0.48511,
Abdelhamid Yunis,DC,15,1,,19,93.09,74.17,18,22,20,22,19,22,15,15,5.27,5.27,5.29,551.18,11,11,34,1.38,1.38,1.2,2,2,3,1,1,1,990,990,3060,90,90,90,495,1020,7,7.5,6,5.5,6,3.5,7,5,4,4,7.5,6,3.5,4,0,5,4.5,5,5.5,4,3,4.5,7,4,6.5,5,8,6,6,6,6,5.5,5.5,6,4,5,6,0,0,0,4,,null,null,null,null,8,3,1,0.8352,821,10,11,53.93,7,null,null,47,25,null,null,35,12,127,4,4,2,null,3,null,5,1,10,189.77,-158.18,-16.9,5.50,Reims,Paris,sam. 11/11 17:00,21.50537634408602,0.48709,0.47682,0.48511,
Wilson-Esbrand Josh,DL,8,-1,,10,13.51,5.71,9,10,9,11,9,9,11,11,5.13,5.63,5.13,507,8,4,8,0.88,0.75,0.88,1,1,1,0.5,0.25,0.5,374,114,374,46.75,28.5,46.75,374,374,6.5,8,6,6.5,5,5,0,0,0,5,5,5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,null,null,null,null,2,2,4,0.727,270,6,4,47.5,5,null,null,11,11,9,6,5,4,68,2,2,4,null,2,null,3,null,7,106.25,-99.12,-12.14,0,Reims,Paris,sam. 11/11 17:00,21.50537634408602,0.48709,0.47682,0.48511,
Agbadou Emmanuel,DC,13,1,,16,61.56,26.13,15,18,15,18,13,17,17,18,5.56,5.83,5.33,540.89,9,3,27,0.77,01.04,01.04,0,0,0,0.78,1,0.89,603,270,2112,67,90,78.22,,,null,1000,5,7,5.5,0,5,5,5,5,6,6.5,0,0,2,6,4,0,5.5,4,4.5,5.5,6,6,0,0,0,0,6.5,4.5,6,6,6,6,4,6,5.5,0,0,0,3,,null,null,null,null,3,1,1,0.7893,537,15,12,55,6,null,null,36,21,1,1,35,5,60,2,2,2,null,5,null,8,null,5,153.28,-96,-4.12,6.00,Reims,Paris,sam. 11/11 17:00,21.50537634408602,0.48709,0.47682,0.48511,
Okumu Joseph,DC,9,1,,10,17.12,11.11,9,11,9,10,11,11,10,10,5.13,5.42,5.13,554.75,8,6,8,1.27,1.36,1.27,0,0,0,0.88,1,0.88,660,540,660,82.5,90,82.5,,,null,1000,6,6,5,3,7,5.5,0,4.5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,null,null,null,null,2,1,2,0.8187,588,14,12,63.01,7,null,null,34,18,1,1,43,8,95,null,null,1,null,2,null,2,null,8,167.88,-150.25,-11.66,0,Reims,Paris,sam. 11/11 17:00,21.50537634408602,0.48709,0.47682,0.48511,
Busi Maxime,DL,5,-2,,6,1.2,0.9,6,6,6,6,10,10,10,10,5,5,4.81,503.5,2,2,16,0.71,0.71,0.73,0,0,0,0,0,0.31,27,27,559,13.5,13.5,34.94,,,null,1000,4.5,5.5,0,0,0,0,0,0,0,0,0,5,3,4.5,5,5,0,3.5,4.5,5,5,5,0,0,5,5.5,0,0,0,0,6,0,5,0,0,0,0,0,null,,null,null,null,null,1,1,null,0.8,29,2,null,,1,null,null,4,1,null,null,1,null,8,1,1,null,null,2,null,2,1,2,44.5,-51.5,-5,0,Reims,Paris,sam. 11/11 17:00,21.50537634408602,0.48709,0.47682,0.48511,
Foket Thomas,DL,9,-1,,11,33.93,7.51,10,12,10,10,12,12,16,16,4.75,5,4.82,496.7,10,3,34,0.68,0,0.78,0,0,0,1,1,0.97,836,221,2818,83.6,73.67,82.88,,,null,1000,5,5,5,0,5,4.5,3.5,4,5,6,4.5,4.5,3.5,4.5,5,5,4.5,3.5,3.5,4.5,5.5,3,5,5,6,5,5.5,6,5,6,6,5,5,5,5,0,0,0,4,,null,null,null,2,1,1,2,0.8054,573,13,3,34.21,15,null,null,24,16,22,18,14,9,97,7,7,5,null,4,null,7,null,9,132.55,-170.05,-18.84,6.00,Reims,Paris,sam. 11/11 17:00,21.50537634408602,0.48709,0.47682,0.48511,
De Smet Thibault,DL,9,-1,,10,18.32,2.7,10,10,10,10,10,10,14,14,4.7,4.7,4.82,505,10,10,31,0.79,0.79,0.69,0,0,0,0.7,0.7,0.84,610,610,2281,61,61,73.58,,,null,1000,5,5,4.5,3,6,5,4,4.5,5,5,0,3,5,0,0,5,4.5,5,3.5,5,5.5,4.5,5,5,5,5,6,5.5,5,5,0,4.5,5,5,5.5,0,0,0,2,,null,null,null,null,1,0,3,0.7535,403,9,11,50,12,null,null,18,13,17,14,22,8,76,5,5,3,null,4,null,6,null,2,106.8,-130.75,-13.48,5.00,Reims,Paris,sam. 11/11 17:00,21.50537634408602,0.48709,0.47682,0.48511,
Diakité Ibrahim,DL,5,4,,5,0.9,0.3,5,5,5,5,5,5,5,5,4.67,0,4.88,498,3,0,4,0.58,0,0.63,0,0,0,0.33,0,0.5,101,0,179,33.67,0,44.75,,,null,1000,0,0,5,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,0,0,0,null,,null,null,null,null,0,0,1,0.435,88,2,null,41.18,4,null,null,7,4,7,5,4,3,19,2,2,null,null,null,null,-1,null,1,87.17,-135.17,-15.5,0,Reims,Paris,sam. 11/11 17:00,21.50537634408602,0.48709,0.47682,0.48511,† Cheville
Teuma Teddy,MD,16,3,,26,96.4,77.78,26,30,27,31,28,34,21,25,5.9,5.25,5.9,561.6,10,2,10,1.26,0.35,1.26,4,0,4,0.8,1,0.8,701,180,701,70.1,90,70.1,175,175,7,4,5,5.5,0,7,6,5.5,4.5,7,8.5,5.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,2,2,15,11,4,0.8116,589,9,15,51.11,19,null,null,14,19,28,22,1,9,114,11,11,4,null,3,null,5,null,19,226.75,-102.05,-8.31,0,Reims,Paris,sam. 11/11 17:00,21.50537634408602,0.48709,0.47682,0.48511,Suspendu
Richardson Amir,MO,11,1,,15,58.86,27.33,14,18,14,18,15,22,11,16,5.94,6,5.55,533.38,8,3,30,0.94,0,0.78,2,1,4,0.75,1,0.8,485,260,1986,60.63,86.67,66.2,243,497,6,5.5,6,6,6,0,5,0,7,5,0,7.5,5,5,4.5,5,4.5,0,5,5.5,6,5,0,7,6.5,5,5,5,6,5,6,5,5,5.5,5,6.5,6,0,0,0,3,,null,1,1,1,4,4,1,0.8214,289,8,5,50,8,null,null,12,24,4,3,17,4,48,4,4,4,null,2,null,4,null,4,188.19,-72.06,-2.94,0,Reims,Paris,sam. 11/11 17:00,21.50537634408602,0.48709,0.47682,0.48511,
Munetsi Marshall,MD,18,2,,24,93.69,63.06,23,28,25,29,24,26,18,18,5.9,0,5.65,542.4,10,0,33,0.97,0,01.06,2,0,8,0.9,0,0.91,801,0,2636,80.1,0,79.88,401,330,6.5,9,0,5.5,6,5.5,7,7.5,4.5,5,5.5,7,5.5,4.5,4,5,6,7,4.5,4.5,4,5,7.5,6,5.5,6,7,0,7,5.5,5,4.5,5.5,7,4,6,6.5,0,0,0,3,,null,null,3,2,16,10,3,0.6979,313,3,13,45.87,16,null,null,9,29,6,2,10,10,86,8,8,6,null,2,null,4,4,18,180.8,-87.25,-4.16,4.50,Reims,Paris,sam. 11/11 17:00,21.50537634408602,0.48709,0.47682,0.48511,† Nez cassé
Nakamura Keito,MO,12,1,,15,42.04,12.91,15,17,14,16,14,18,19,22,05.06,0,05.06,504,8,0,8,0.82,0,0.82,1,0,1,0.75,0,0.75,479,0,479,59.88,0,59.88,479,479,6,12,0,0,0,4,5,6,6,4,5.5,4.5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,null,null,1,2,12,7,3,0.71,214,1,7,42.42,14,null,null,9,12,10,8,2,7,62,2,2,9,null,1,null,3,1,12,91.18,-49,-0.26,0,Reims,Paris,sam. 11/11 17:00,21.50537634408602,0.48709,0.47682,0.48511,† Cheville
Matusiwa Azor,MD,16,1,,19,52.25,12.31,18,22,17,24,18,20,20,21,5.78,7,5.73,518.67,9,1,31,01.06,0,0.84,0,0,0,1,1,0.97,763,73,2561,84.78,73,82.61,,,null,1000,7,0,0,4,6,7,5.5,5,7,5.5,5,5,4,0,5,6,5,4.5,0,6,6,5.5,6,6,7,5.5,6.5,5.5,7,5.5,6,6,5,6.5,6,0,0,0,3,,null,null,null,null,5,2,null,0.8502,525,15,14,66.2,9,null,null,26,37,null,null,20,11,76,6,6,3,null,2,null,4,null,12,192.78,-96.44,-5.49,5.50,Reims,Paris,sam. 11/11 17:00,21.50537634408602,0.48709,0.47682,0.48511,
Atangana Edoa Valentin,MD,6,1,,,,,6,6,6,6,6,6,6,6,05.08,0,4.88,496.67,6,0,13,0.2,0,0.46,0,0,0,0.17,0,0.23,151,0,322,25.17,0,24.77,,,null,1000,0,0,5.5,0,0,5,5,0,5,5,5,5,4.5,5,5,5,0,0,3.5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,2,2,1,0.8476,79,2,5,35.48,7,null,null,5,5,null,null,null,2,15,1,1,1,null,1,null,3,null,3,44.58,-31.67,-1.9,0,Reims,Paris,sam. 11/11 17:00,21.50537634408602,0.48709,0.47682,0.48511,† Cheville
Khadra Reda,MD,6,-1,,,,,10,10,7,7,6,6,10,10,4.92,0,4.92,491.17,6,0,6,0.38,0,0.38,0,0,0,0.17,0,0.17,100,0,100,16.67,0,16.67,,,null,1000,0,5.5,5,0,0,4.5,0,5,5,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,1,3,2,1,0.6905,53,2,null,33.33,3,null,null,2,5,3,3,2,2,19,1,1,2,null,2,null,3,null,3,43.42,-33.17,-2.62,0,Reims,Paris,sam. 11/11 17:00,21.50537634408602,0.48709,0.47682,0.48511,
Koné Amadou,MD,1,0,,1,2.7,0.6,1,1,1,1,,,,,4.83,4.83,4.83,475.33,3,3,3,0.29,0.29,0.29,0,0,0,0,0,0,12,12,12,4,4,4,,,null,1000,5,4.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,0.8667,15,null,1,57.14,2,null,null,2,null,null,null,2,null,5,null,null,null,null,2,null,2,null,2,20,-17.17,-2.17,0,Reims,Paris,sam. 11/11 17:00,21.50537634408602,0.48709,0.47682,0.48511,
Koeberlé Samuel,MD,1,0,,,,,1,1,1,1,1,1,1,1,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Reims,Paris,sam. 11/11 17:00,21.50537634408602,0.48709,0.47682,0.48511,
Ito Junya,A,20,-1,,29,93.69,48.35,25,35,32,40,31,40,21,23,5.68,5.68,5.56,544.82,11,11,35,1.17,1.17,1.26,2,2,4,1,1,1,983,983,3087,89.36,89.36,88.2,492,772,7,10,7,4.5,6,5,7,4.5,4,5,5.5,7,7,5,3,7,4.5,6,4.5,4.5,3,6,6,5,7,6,9,4.5,7,4.5,7,5.5,5,5.5,5.5,5.5,5.5,0,0,0,4,,null,null,2,7,18,11,17,0.6835,562,7,7,47.06,10,null,null,18,22,39,35,4,12,182,16,16,14,null,3,null,5,4,36,179.23,-88.49,1.63,5.50,Reims,Paris,sam. 11/11 17:00,21.50537634408602,0.48709,0.47682,0.48511,
Daramy Mohamed,A,14,2,,21,80.18,26.13,19,25,20,25,24,31,20,24,5.4,5.4,5.4,530.6,10,10,10,0.74,0.74,0.74,2,2,2,0.6,0.6,0.6,553,553,553,55.3,55.3,55.3,277,277,6,7,6,6,5,4,6,6,5,5.5,4.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,null,null,3,2,7,6,4,0.7532,263,4,2,54.55,3,null,null,7,13,7,5,2,6,73,11,11,3,null,4,null,6,2,19,94.86,-29.57,5.15,0,Reims,Paris,sam. 11/11 17:00,21.50537634408602,0.48709,0.47682,0.48511,
Diakité Oumar,A,9,0,,13,19.22,6.61,10,15,9,10,14,20,12,14,5.11,5.5,5.11,501,9,1,9,0.6,0,0.6,1,0,1,0.56,0,0.56,441,24,441,49,24,49,441,441,6,9,5.5,0,5,5,5,0,4.5,6,6,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,null,1,null,1,7,5,5,0.6998,194,2,4,47.62,7,null,null,7,4,1,1,1,6,64,3,3,5,null,1,null,3,2,24,76.53,-45.33,1.62,0,Reims,Paris,sam. 11/11 17:00,21.50537634408602,0.48709,0.47682,0.48511,
Diakhon Mamadou,A,4,2,,,0.3,,4,4,4,4,4,4,4,4,4.67,0,4.8,461,3,0,5,0.29,0,0.27,0,0,0,0,0,0,45,0,65,15,0,13,,,null,1000,0,0,0,5,0,0,4.5,0,0,4.5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,1,1,1,1,19,1,1,44.44,1,null,null,4,1,1,1,null,null,3,null,null,null,null,-1,null,-1,null,1,21.57,-8.33,-0.13,0,Reims,Paris,sam. 11/11 17:00,21.50537634408602,0.48709,0.47682,0.48511,
Salama Amine,A,8,1,,9,0.3,0.3,9,9,9,9,8,8,8,8,4.42,4.5,4.37,453.67,6,2,19,0.2,0,0.52,0,0,0,0.17,0.5,0.47,175,90,974,29.17,45,51.26,,,null,1000,4.5,4.5,0,4,0,4.5,4.5,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,5,3,5,4.5,5,5,4.5,3.5,4,4.5,4.5,4,4,0,0,0,1,,null,null,null,null,4,2,1,0.6052,55,null,null,46.67,2,null,null,4,2,2,2,1,2,20,1,1,3,null,null,null,-1,2,8,20.42,-20.73,-1.05,0,Reims,Paris,sam. 11/11 17:00,21.50537634408602,0.48709,0.47682,0.48511,
Bojang Adama,A,1,-2,,1,0.6,0.3,1,1,1,1,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Reims,Paris,sam. 11/11 17:00,21.50537634408602,0.48709,0.47682,0.48511,
Mandanda Steve,G,15,0,,18,43.84,31.53,15,20,17,20,20,26,15,15,5.14,5.14,5.32,536.09,11,11,33,0.81,0.81,01.06,0,0,0,1,1,1,990,990,2969,90,90,89.97,,,null,1000,3.5,5,5,4.5,5.5,6.5,5.5,6,4.5,5,5.5,0,6,5.5,5,4,4,5,6,0,6,8,5.5,6,8,6,4,4,5.5,4.5,6,5,5.5,3.5,6,0,0,0,2,,null,null,null,null,0,0,null,,null,null,null,,null,21,8,null,null,null,null,null,15,null,null,null,null,15,-1,null,1,null,null,94.09,-65.45,-12.54,0,Rennes,OL,dim. 12/11 17:05,60.60606060606061,0.5654,0.564,0.57347,
Gallon Gauthier,G,7,0,,7,12.01,5.11,7,7,7,7,7,7,8,8,0,0,5.22,0,0,0,18,0,0,1.4,0,0,0,0,0,1,0,0,1588,0,0,88.22,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,7,0,4,4.5,7,8,7,4.5,4,5.5,4,4.5,5,6,6,4,4,3,6,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Rennes,OL,dim. 12/11 17:05,60.60606060606061,0.5654,0.564,0.57347,
Lembet Geoffrey,G,3,0,,3,0.6,0.3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Rennes,OL,dim. 12/11 17:05,60.60606060606061,0.5654,0.564,0.57347,
Wooh Christopher,DC,7,-3,,13,20.42,3.3,10,15,12,16,11,14,10,12,5.5,0,5.14,556,2,0,11,0.71,0,0.64,1,0,1,0.5,0,0.82,135,0,781,67.5,0,71,135,781,6,7,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,4.5,5.5,5.5,0,0,0,0,0,0,4,6,5,4.5,0,5.5,0,0,0,null,,null,null,null,null,1,1,null,0.9041,135,4,1,66.67,1,null,null,2,7,null,null,2,2,14,null,null,null,null,-1,null,-1,null,3,148,-107.5,-13.8,0,Rennes,OL,dim. 12/11 17:05,60.60606060606061,0.5654,0.564,0.57347,
Truffert Adrien,DL,10,1,,13,66.07,36.94,12,15,12,15,10,12,10,15,5.15,5.15,4.96,530.2,10,10,24,0.91,0.91,0.9,1,1,1,0.8,0.8,0.83,725,725,1658,72.5,72.5,69.08,725,1658,6,10,5,6,4,5,6.5,5.5,3.5,6,5,5,0,0,0,0,0,0,0,0,0,0,0,5,5.5,4.5,6,5,4,3.5,5.5,3.5,6.5,4.5,5,4,5,0,0,0,1,,null,1,1,1,9,5,7,0.8563,656,5,11,56.79,4,null,null,27,12,21,18,14,9,109,6,6,10,null,-2,null,-3,1,11,160.95,-152.25,-16.8,0,Rennes,OL,dim. 12/11 17:05,60.60606060606061,0.5654,0.564,0.57347,
Assignon Lorenz,DL,11,2,,14,82.58,61.56,13,15,13,15,13,19,16,19,4.95,4.95,4.97,540.91,11,11,18,1.17,1.17,0.9,1,1,1,1,1,0.61,954,954,1029,86.73,86.73,57.17,954,1029,7,11,2.5,4.5,4,4.5,6,5,7,5,5,5,6,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,,null,null,1,1,11,7,4,0.8619,718,7,11,49.14,18,null,null,30,25,19,11,19,14,99,20,20,4,null,-1,1,1,null,13,179.64,-194.77,-20.18,0,Rennes,OL,dim. 12/11 17:05,60.60606060606061,0.5654,0.564,0.57347,Suspendu
Guela Doué Guela,DL,7,2,,7,1.2,0.9,7,7,7,7,7,7,7,7,05.08,4.75,05.06,521.17,6,2,8,0.49,0.35,0.42,0,0,0,0,0,0,39,21,49,6.5,10.5,6.13,,,null,1000,5,4.5,0,0,6,5,0,0,0,5,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,3,1,1,0.757,55,1,null,50,2,null,null,3,1,3,2,4,1,10,2,2,1,null,1,null,4,null,null,41.58,-27.92,-2.6,5.00,Rennes,OL,dim. 12/11 17:05,60.60606060606061,0.5654,0.564,0.57347,
Theate Arthur,DC,14,0,,18,62.16,22.22,17,21,17,20,17,20,21,27,5,0,5.16,525.75,8,0,29,0.85,0,1.21,0,0,3,1,0,1,720,0,2589,90,0,89.28,,863,4,1000,0,0,0,3.5,5.5,6,5,5.5,4,5,5.5,0,6,0,7.5,3.5,5.5,5.5,7.5,4,4.5,5.5,6,5.5,7,0,3,3,6.5,4.5,6,4,5.5,4,5,0,0,0,1,,null,null,null,null,5,1,null,0.9169,688,9,1,52.94,2,null,null,26,18,1,1,23,10,58,1,1,1,null,1,null,4,null,3,109.63,-114.25,-13.85,4.00,Rennes,OL,dim. 12/11 17:05,60.60606060606061,0.5654,0.564,0.57347,
Omari Warmed,DC,10,1,,11,31.23,12.61,11,12,11,12,12,14,10,12,4.75,4.69,4.98,502.2,10,8,26,0.89,0.96,01.08,0,0,0,1,1,0.96,850,670,2213,85,83.75,85.12,,,null,1000,4,5,3,5,5,6,4,5.5,0,4.5,5.5,6,6,6,6,3,0,4.5,6.5,4,4,6,0,4.5,5.5,7,5.5,0,0,0,0,3.5,0,4,0,0,0,0,1,,null,null,null,null,2,0,null,0.8781,704,18,8,58.44,9,null,null,23,21,null,null,27,12,77,2,2,3,null,-1,2,1,null,5,130.35,-162.6,-14.38,4.00,Rennes,OL,dim. 12/11 17:05,60.60606060606061,0.5654,0.564,0.57347,Suspendu
Salah Ibrahim,MO,10,2,,12,29.13,11.71,11,14,11,12,10,12,12,14,5.25,0,4.86,516.63,8,0,21,0.89,0,0.67,3,0,3,0.13,0,0.1,194,0,410,24.25,0,19.52,65,137,6,3.33,0,4.5,4.5,0,4.5,5.5,6,5,5,0,7,0,0,4.5,4.5,5,0,4.5,4.5,4,0,4.5,4.5,5,5.5,4.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0.5,,null,null,null,null,10,9,3,0.8509,139,2,4,42.42,3,null,null,3,10,13,10,1,1,32,2,2,6,null,1,null,5,null,6,87.23,-24.87,3.68,4.00,Rennes,OL,dim. 12/11 17:05,60.60606060606061,0.5654,0.564,0.57347,
Bourigeaud Benjamin,MO,24,1,,32,97.9,62.46,30,36,32,40,40,50,24,24,5.55,5.55,5.91,533.36,11,11,34,0.93,0.93,1.19,2,2,8,1,1,1,897,897,2882,81.55,81.55,84.76,449,360,6.5,12,4.5,5.5,5,5,7,6,5,5,4.5,6.5,7,8,7.5,6,8,7,7,5,6,4.5,5,8,5,5,6,6,3.5,6,5,5,0,5.5,8,6,7,0,0,0,0.5,2,null,null,1,2,18,11,11,0.8554,742,5,6,40.68,3,null,null,17,15,29,25,12,15,124,32,32,7,null,-1,null,1,null,9,164.45,-95.09,-4.75,4.50,Rennes,OL,dim. 12/11 17:05,60.60606060606061,0.5654,0.564,0.57347,
Blas Ludovic,MO,19,0,,27,94.59,63.06,26,31,29,32,30,34,19,20,5.35,5.35,5.62,504,10,10,33,0.94,0.94,1,2,2,8,0.9,0.9,0.85,717,717,2485,71.7,71.7,75.3,359,311,6,9.5,4.5,5,6,5.5,5,6,4.5,5,7.5,4.5,0,7,4.5,4.5,5,4.5,5.5,7,5.5,7,4.5,6,5.5,7,5,0,7,6,4.5,4.5,7,6,5,6.5,7,0,0,0,1,,null,null,1,1,28,19,8,0.8467,364,2,5,32.99,20,null,null,18,24,13,13,1,11,88,7,7,17,null,-2,null,-3,2,17,128.54,-71.53,0.57,0,Rennes,OL,dim. 12/11 17:05,60.60606060606061,0.5654,0.564,0.57347,
Désiré Doué Désiré,MO,11,3,,11,17.42,8.41,11,11,11,12,11,12,11,11,05.09,05.09,5.12,511.82,11,11,26,0.49,0.49,0.71,1,1,2,0.27,0.27,0.42,410,410,1124,37.27,37.27,43.23,410,562,6,11,5.5,4.5,5,4.5,6,5.5,5,5,4.5,5,5.5,5,0,5,0,0,0,0,5,5,4.5,6,0,5.5,5,5.5,4,4,7.5,4.5,5,5.5,0,0,0,0,0,0,0.5,,null,null,null,null,12,6,2,0.8376,312,3,6,50.56,11,null,null,10,11,9,8,3,3,77,8,8,10,null,-1,null,1,1,16,84.91,-54.5,-1.78,5.00,Rennes,OL,dim. 12/11 17:05,60.60606060606061,0.5654,0.564,0.57347,
Matic Nemanja,MD,14,0,,19,59.76,20.42,18,21,17,20,19,20,20,28,5.67,5.25,5.52,501.78,9,2,31,0.66,0.35,0.7,0,0,2,0.89,1,0.58,724,165,1893,80.44,82.5,61.06,,947,6,1000,5,5.5,0,5.5,5.5,5.5,5,6.5,7,5.5,0,5.5,0,6,5,4.5,0,6,5,5.5,5.5,7,5,4,6,5.5,0,5,6,5.5,5.5,5,5,4.5,6.5,6.5,0,0,2,,null,null,null,1,1,1,null,0.8619,702,21,6,58.97,10,null,null,32,37,5,3,14,10,100,9,9,11,null,-1,null,-2,null,8,200.89,-121.56,-11.61,0,Rennes,OL,dim. 12/11 17:05,60.60606060606061,0.5654,0.564,0.57347,
Rieder Fabian,MD,11,2,,11,2.4,1.8,11,11,11,11,11,11,16,16,05.07,0,05.07,494.14,7,0,7,0.19,0,0.19,0,0,0,0.29,0,0.29,216,0,216,30.86,0,30.86,,,null,1000,0,5,5,5,5,5.5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,2,1,1,0.6076,127,2,2,58.33,3,null,null,4,9,2,1,1,4,28,1,1,2,null,-1,null,-1,1,4,43.79,-35.29,-1.07,0,Rennes,OL,dim. 12/11 17:05,60.60606060606061,0.5654,0.564,0.57347,
