Joueur,Poste,Cote,Var cote,Cote prédite,Enchère moy,% achat,% achat tour 1,Q2 Toutes tailles,Q3 Toutes tailles,Q2 à 6 joueurs,Q3 à 6 joueurs,Q2 à 8 joueurs,Q3 à 8 joueurs,Q2 à 10 joueurs,Q3 à 10 joueurs,Note,Note série,Note 1 an,Note M11,Nb match,Nb match série,Nb match 1 an,Variation,Var série,Var 1 an,But,Buts série,Buts 1 an,%Titu,%Titu série,%Titu 1 an,Temps,Tps série,Tps 1 an,Tps moy,Tps moy série,Tps moy 1 an,Min/But,Min/But 1 an,Min note/but,Prix/but,j9,j8,j7,j6,j5,j4,j3,j2,j1,j38,j37,j36,j35,j34,j33,j32,j31,j30,j29,j28,j27,j26,j25,j24,j23,j22,j21,j20,j19,j18,j17,j16,j15,j14,j13,j12,j11,j10,Cleansheet,But/Peno,But/Coup-franc,But/surface,Pass decis.,Occas° créée,Tirs,Tirs cadrés,Corner gagné,%Passes,Ballons,Interceptions,Tacles,%Duel,Fautes,But évité,Action stoppée,Poss Def,Poss Mil,Centres,Centres ratés,Dégagements,But concédé,Ballon perdu,Passe>Tir,Passe perfo,Dépossédé,Plonge&stop,Nb matchs gagnés,Erreur>But,Diff de buts,Grosse occas manquée,Balle non rattrapée,Bonus moy,Malus moy,Index MPGStats,DMI,Club,Prochain opposant,Date,Victoire probable,%Win+12J,%Win+16J,%Win+20J,Dispo@MPGLaurent?
Bamba Abdoul Kader,MO,6,-1,,8,6.92,02.06,7,8,7,7,8,8,12,14,5.29,6.5,5.36,511.14,7,1,22,0.76,0,0.83,1,1,5,0.14,0,0.32,236,32,817,33.71,32,37.14,236,163,6,6,6.5,0,4.5,4.5,0,6,5.5,5,5,6,4,6,5,5,7,5,0,0,5,7,4.5,6,5,0,0,0,0,5,6,0,0,0,4.5,0,0,0,0,0,null,,null,null,1,1,5,5,1,0.8433,186,2,5,60,1,null,null,9,12,2,1,2,7,38,4,4,8,null,-1,null,-1,null,6,81.97,-23.06,1.31,0,FC Nantes,Lens,sam. 28/10 21:00,18.867924528301888,0.40586,0.40135,0.41049,
Coco Marcus,MO,9,1,,10,11.78,02.06,9,10,9,12,10,11,9,10,5.14,6.5,4.82,511.43,7,2,25,0.99,0.71,0.72,1,1,2,0.71,1,0.32,396,155,814,56.57,77.5,32.56,396,407,6,9,6,7,0,0,4.5,4.5,4.5,4.5,5,5,6,4.5,5,4,5,4.5,0,4.5,4.5,0,0,4,4.5,4,0,5,0,4.5,4.5,4.5,6,0,0,0,4.5,0,0,0,2.5,,null,null,null,1,1,1,null,0.6963,248,9,8,54.35,4,null,null,16,8,8,5,5,3,47,4,4,null,null,1,null,1,null,9,121.36,-89.61,-5.4,4.00,FC Nantes,Lens,sam. 28/10 21:00,18.867924528301888,0.40586,0.40135,0.41049,
Moutoussamy Samuel,MD,11,2,,12,0.75,0.37,12,12,11,11,14,14,12,12,05.06,5.25,5,510.13,8,4,33,0.94,1.32,0.86,1,1,1,0.38,0.5,0.64,337,212,1987,42.13,53,60.21,337,1987,6.5,11,6,6.5,3.5,5,0,5,4.5,4.5,5.5,5,5.5,3.5,5,4,4,5.5,4,4.5,5,4.5,4,4.5,5,5,7,7,5,6,5.5,0,5.5,5,5,4.5,5,0,0,0,1,,null,null,null,null,5,3,1,0.7537,171,4,4,38.89,8,null,null,8,6,null,null,5,6,36,6,6,3,null,null,null,null,1,7,92.75,-70.37,-5.79,5.00,FC Nantes,Lens,sam. 28/10 21:00,18.867924528301888,0.40586,0.40135,0.41049,Sursis (2sem.)
Douglas Augusto,MD,11,0,,15,36.82,6.17,13,16,12,13,15,18,12,14,5.56,0,5.56,508.5,8,0,8,0.32,0,0.32,0,0,0,0.88,0,0.88,563,0,563,70.38,0,70.38,,,null,1000,0,5.5,5.5,6,6,5.5,5.5,5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,null,null,null,1,8,6,5,0.8726,387,11,15,50,13,null,null,18,18,6,4,10,9,48,8,8,1,null,null,null,-1,null,6,159.38,-90.44,-6.97,0,FC Nantes,Lens,sam. 28/10 21:00,18.867924528301888,0.40586,0.40135,0.41049,† Genou
Adson,MO,8,-1,,11,30.28,12.52,10,12,9,11,10,11,11,12,5.38,5.33,5.38,507.25,4,3,4,0.48,0.58,0.48,0,0,0,0.25,0,0.25,98,53,98,24.5,17.67,24.5,,,null,1000,6,5,5,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,2,0,null,0.8901,79,1,2,56.25,1,null,null,4,1,null,null,null,2,11,null,null,3,null,1,null,1,null,1,65.5,-25.12,-0.77,0,FC Nantes,Lens,sam. 28/10 21:00,18.867924528301888,0.40586,0.40135,0.41049,
Sissoko Moussa,MD,4,-2,,7,1.12,0.19,7,7,6,6,10,10,7,7,5,5,5.2,483,4,3,28,0.41,0.5,0.66,0,0,1,0.25,0.33,0.64,90,69,1576,22.5,23,56.29,,1576,7,1000,5.5,5,4.5,0,0,0,5,0,0,5,4.5,4.5,5,0,5,6,5,5.5,5.5,5,7,5.5,5,4.5,4.5,0,4,5.5,6.5,6,5,5.5,4.5,5.5,5.5,0,0,0,null,,null,null,null,null,1,0,null,0.5704,59,null,null,20,3,null,null,4,2,2,2,5,2,11,null,null,1,null,1,null,1,null,2,38.63,-30.5,-3.5,4.50,FC Nantes,Lens,sam. 28/10 21:00,18.867924528301888,0.40586,0.40135,0.41049,
Merlin Quentin,MD,11,2,,13,20,8.22,11,15,11,11,11,13,14,16,4.94,4.94,5.13,531.44,9,9,23,0.85,0.85,0.79,0,0,1,1,1,0.91,784,784,1703,87.11,87.11,74.04,,1703,6.5,1000,6,6,5.5,4.5,5,5,5,3.5,4,5.5,6.5,4.5,5,4.5,4,5.5,0,6,0,0,0,0,0,0,0,0,0,0,0,5.5,5,6.5,4.5,5.5,5,0,0,0,3,,null,null,1,2,7,5,7,0.7636,557,10,14,47.46,10,null,null,33,21,22,20,9,11,127,11,11,4,null,1,null,1,null,12,179.33,-178.28,-22.74,0,FC Nantes,Lens,sam. 28/10 21:00,18.867924528301888,0.40586,0.40135,0.41049,
Santiago Eneme Santiago,MO,1,0,,1,0.93,0.37,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,FC Nantes,Lens,sam. 28/10 21:00,18.867924528301888,0.40586,0.40135,0.41049,🏠Hors groupe
Achi Mohamed,MD,1,0,,1,0.56,0.37,1,1,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,FC Nantes,Lens,sam. 28/10 21:00,18.867924528301888,0.40586,0.40135,0.41049,🏠Hors groupe
Diack Lamine,MD,3,-2,,5,0.19,0.19,5,5,12,14,11,11,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,FC Nantes,Lens,sam. 28/10 21:00,18.867924528301888,0.40586,0.40135,0.41049,
Mostafa Mohamed,A,15,-2,,36,98.69,84.3,35,41,36,41,35,41,36,43,5.57,0,5.11,540,7,0,31,1.51,0,01.06,5,0,10,0.86,0,0.58,543,0,1817,77.57,0,58.61,109,182,5,3,0,0,3,7,5,7,7,5,5,0,4,3.5,0,4.5,4.5,5,7,6.5,4.5,5.5,6,5,4.5,4,5,5,4,4.5,6,4,5,5,6,4.5,6,0,0,0,null,2,1,1,null,null,13,10,5,0.6117,188,2,4,50.62,13,null,null,6,8,1,1,4,9,68,4,4,7,null,-1,null,-2,null,24,159.21,-69.64,20.81,4.00,FC Nantes,Lens,sam. 28/10 21:00,18.867924528301888,0.40586,0.40135,0.41049,Sursis (8sem.)
Abline Matthis,A,8,3,,8,27.1,9.16,8,8,8,10,8,8,8,8,5.83,5.25,4.75,544.67,3,2,24,01.04,0.35,0.77,1,0,3,1,1,0.46,201,141,1005,67,70.5,41.88,201,335,5,8,5,5.5,0,7,0,0,0,0,0,4.5,4.5,0,4.5,4.5,4.5,4,4.5,5,4.5,3.5,0,6,4.5,5,5,4.5,6,4.5,4.5,3.5,0,4.5,0,0,4.5,0,0,0,1,,null,null,null,1,7,7,3,0.8122,83,null,null,48,2,null,null,1,3,3,2,null,1,28,6,6,5,null,3,null,5,null,13,129.27,-35.53,9.93,0,FC Nantes,Lens,sam. 28/10 21:00,18.867924528301888,0.40586,0.40135,0.41049,
Marquinhos,A,8,-2,,12,35.89,02.06,10,13,10,13,10,10,14,14,5.2,0,5.2,488.2,5,0,5,0.76,0,0.76,0,0,0,0.2,0,0.2,89,0,89,17.8,0,17.8,,,null,1000,0,0,0,6,6,4.5,0,5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,1,4,4,null,0.6902,72,3,2,41.67,4,null,null,6,4,1,1,null,3,17,3,3,5,null,null,null,null,null,1,66.7,-21.3,-1,0,FC Nantes,Lens,sam. 28/10 21:00,18.867924528301888,0.40586,0.40135,0.41049,🏠Hors groupe
Appuah Stredair,A,1,-1,,5,2.24,0.75,3,6,2,2,3,4,10,10,4.5,0,4.67,427,1,0,6,0,0,0.26,0,0,0,0,0,0,25,0,87,25,0,14.5,,,null,1000,0,0,0,0,0,0,0,4.5,0,4.5,5,5,0,0,0,0,4.5,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,3,2,null,0.8333,14,null,null,50,1,null,null,null,null,1,1,null,2,1,null,null,null,null,-1,null,-2,1,null,35.4,-36.4,-0.1,0,FC Nantes,Lens,sam. 28/10 21:00,18.867924528301888,0.40586,0.40135,0.41049,
Ganago Ignatius,A,7,-2,,14,24.67,1.68,12,16,17,20,10,13,14,18,4.33,0,4.9,466.33,3,0,24,0.29,0,0.85,0,0,2,0.33,0,0.54,74,0,1238,24.67,0,51.58,,619,6,1000,0,0,0,0,4.5,4.5,4,0,0,6,4,0,0,5,4.5,5,5,4,5,0,4.5,6.5,4.5,0,6,5.5,4.5,4.5,0,4.5,7,4,4.5,4,6,0,0,0,null,,null,null,null,null,1,0,null,0.5056,27,null,null,53.33,2,null,null,2,1,null,null,1,1,12,null,null,2,null,1,null,1,null,2,17.67,-14.8,-0.9,0,FC Nantes,Lens,sam. 28/10 21:00,18.867924528301888,0.40586,0.40135,0.41049,
Affamah Joe-Loic,A,1,0,,,0.37,,1,1,2,2,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,FC Nantes,Lens,sam. 28/10 21:00,18.867924528301888,0.40586,0.40135,0.41049,🏠Hors groupe
Desmas Arthur,G,15,2,,16,71.4,41.87,15,16,15,18,15,16,15,17,5.89,5.89,5.67,555,9,9,27,1.11,1.11,01.05,0,0,0,1,1,1,810,810,2430,90,90,90,,,null,1000,7.5,4,5.5,6,7.5,6,6,5.5,5,6,5,3,4.5,6,0,0,0,0,0,3.5,5.5,5,5.5,6,6,6,6,0,0,6.5,7,6,6,6.5,0,0,0,0,3,,null,null,null,null,0,0,null,,null,null,null,,null,29,10,null,null,null,null,null,12,null,null,null,null,17,-1,null,-2,null,null,154.89,-64.44,4.67,0,Havre AC,FC Metz,dim. 29/10 15:00,35.714285714285715,0.32259,0.32542,0.33062,
Gorgelin Mathieu,G,7,0,,9,11.96,6.36,7,8,7,8,7,8,8,9,0,0,5.64,0,0,0,7,0,0,0.56,0,0,0,0,0,1,0,0,630,0,0,90,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,6,6,6,6,0,0,0,0,0,0,0,0,5.5,4.5,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Havre AC,FC Metz,dim. 29/10 15:00,35.714285714285715,0.32259,0.32542,0.33062,
Koné Mohamed,G,3,0,,4,3.36,1.5,3,4,4,4,3,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Havre AC,FC Metz,dim. 29/10 15:00,35.714285714285715,0.32259,0.32542,0.33062,🏠Hors groupe
Lloris Gautier,DC,12,0,,14,85.23,40.56,13,16,13,15,13,16,13,15,05.06,05.06,5.5,537,9,9,25,0.77,0.77,0.74,1,1,2,1,1,1,810,810,2250,90,90,90,810,1125,5.5,12,5.5,3.5,4.5,5.5,5,6,5.5,4.5,5.5,5.5,5.5,5,5,6,7.5,5.5,6,5.5,0,0,0,0,0,0,0,0,0,6,5,6,5.5,6,6,6,0,0,0,0,2,,null,null,null,null,5,3,1,0.8848,574,14,7,45.07,16,null,null,31,16,null,null,41,12,54,null,null,1,null,-1,null,-2,null,1,163.17,-160.67,-16.89,0,Havre AC,FC Metz,dim. 29/10 15:00,35.714285714285715,0.32259,0.32542,0.33062,
Négo Loïc,DL,9,2,,9,55.51,34.39,9,9,9,9,9,9,9,9,5.58,5.67,5.58,526.17,6,3,6,0.97,1.15,0.97,0,0,0,0.67,0.33,0.67,363,132,363,60.5,44,60.5,,,null,1000,7,5,5,0,0,6.5,5.5,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,,null,null,2,1,6,2,2,0.8356,202,5,10,48.72,6,null,null,10,15,13,9,3,6,35,6,6,2,null,-1,null,-2,2,1,148.83,-86.67,-4.85,0,Havre AC,FC Metz,dim. 29/10 15:00,35.714285714285715,0.32259,0.32542,0.33062,
Salmier Yoann,DC,9,-1,,12,67.85,20.37,11,13,11,14,11,12,12,13,5.13,5.5,4.77,529,8,1,30,01.06,0,0.99,0,0,0,1,1,0.97,719,90,2566,89.88,90,85.53,,,null,1000,5.5,0,3,5,6,6.5,4.5,5,5.5,5.5,0,4.5,0,0,0,5,4.5,4,4.5,6.5,4,5,4.5,5.5,3,4,3,5,3,4,6,6,5,5,4.5,0,0,0,2,,null,null,1,2,4,3,3,0.7825,415,15,6,55.17,10,null,null,24,13,6,5,25,9,70,3,3,3,null,null,null,1,1,4,151.13,-148.56,-15.57,0,Havre AC,FC Metz,dim. 29/10 15:00,35.714285714285715,0.32259,0.32542,0.33062,
El Hajjam Oualid,DL,9,-1,,11,23.74,2.43,11,12,13,14,11,12,10,10,4.88,0,5.22,508.5,4,0,27,01.03,0,0.87,0,0,1,0.25,0,0.89,101,0,2049,25.25,0,75.89,,2049,6.5,1000,0,3.5,0,5,0,6,5,0,0,5,5,4,4.5,6,5.5,4.5,7,5,7,4.5,5,5,0,5,5,5,6.5,4,0,5,5,6,6.5,5.5,0,0,0,0,null,,null,null,null,null,1,0,null,0.6198,90,2,2,41.67,4,null,null,6,4,3,2,4,3,15,2,2,null,null,1,null,1,null,2,66,-92.75,-10.25,0,Havre AC,FC Metz,dim. 29/10 15:00,35.714285714285715,0.32259,0.32542,0.33062,† Incertain
Operi Christopher,DL,9,-1,,13,45.42,12.9,11,13,12,12,11,13,11,12,4.81,4.81,5.23,525.88,8,8,32,0.88,0.88,0.81,0,0,0,1,1,1,653,653,2813,81.63,81.63,87.91,,,null,1000,5,4,3.5,5,5,6.5,5,4.5,0,7,5,5,5,5.5,6,5,0,6,5.5,5,5,4.5,4.5,5,4.5,4.5,4.5,5,5.5,5.5,6.5,7,6,6,0,0,0,0,1.5,,null,null,2,1,3,3,5,0.7082,485,10,10,58.82,null,null,null,20,10,24,18,6,10,110,6,6,4,null,-1,null,-2,null,8,154.25,-177.75,-21.3,0,Havre AC,FC Metz,dim. 29/10 15:00,35.714285714285715,0.32259,0.32542,0.33062,† Ischios
Sangante Arouna,DC,8,-1,,11,16.26,6.17,10,11,10,14,9,10,10,12,4.63,3.75,5.28,528.75,8,2,30,0.83,01.06,0.87,0,0,2,1,1,1,720,180,2675,90,90,89.17,,1338,6,1000,4.5,3,0,5,5,5.5,5.5,4.5,4,5.5,0,4.5,4,5.5,6,6,5,5.5,0,4,5,6,5.5,6,7,5.5,5.5,0,6,6,5.5,5,7,5.5,0,0,0,0,2,,null,null,null,null,2,1,null,0.8298,459,16,7,48.28,14,null,null,33,12,null,null,27,10,65,3,3,3,null,null,null,null,null,4,141,-169.25,-17.36,0,Havre AC,FC Metz,dim. 29/10 15:00,35.714285714285715,0.32259,0.32542,0.33062,
Youté Étienne,DC,3,0,,,0.19,,3,3,7,7,,,3,3,4.5,0,5,531,1,0,6,0,0,0.32,0,0,0,1,0,0.5,90,0,299,90,0,49.83,,,null,1000,0,0,4.5,0,0,0,0,0,0,5,5.5,0,0,0,5,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,0.9273,62,1,null,100,null,null,null,1,1,null,null,6,2,4,1,1,null,null,-1,null,-2,null,null,82.5,-146,-17.6,0,Havre AC,FC Metz,dim. 29/10 15:00,35.714285714285715,0.32259,0.32542,0.33062,
Gomis Yoni,DC,1,0,,1,0.37,0.19,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Havre AC,FC Metz,dim. 29/10 15:00,35.714285714285715,0.32259,0.32542,0.33062,
Doumbia Cheick,DC,1,0,,1,0.19,0.19,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Havre AC,FC Metz,dim. 29/10 15:00,35.714285714285715,0.32259,0.32542,0.33062,🏠Hors groupe
Kuzyaev Daler,MD,11,-1,,19,95.7,68.6,18,22,15,21,18,23,18,21,5.39,5.39,5.39,508.33,9,9,9,0.89,0.89,0.89,2,2,2,0.89,0.89,0.89,737,737,737,81.89,81.89,81.89,369,369,6.5,5.5,5.5,5,4,5.5,5,7,5,6.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,null,null,null,null,10,4,1,0.798,402,5,6,50,5,null,null,20,16,6,4,5,10,89,8,8,9,null,-1,null,-2,null,9,137.83,-84.18,-7.1,0,Havre AC,FC Metz,dim. 29/10 15:00,35.714285714285715,0.32259,0.32542,0.33062,
Mbemba Nolan,MD,8,2,,8,9.91,02.06,8,8,8,8,8,8,8,8,5,4.75,5.12,485.2,5,2,26,0.87,0.35,0.5,1,0,1,0,0,0.38,12,7,1028,2.4,3.5,39.54,12,1028,6.5,8,4.5,5,0,4.5,0,6.5,4.5,0,0,0,5,5,5,0,0,5,6,5.5,0,5.5,5,5,5,5.5,4,5,5,5,5.5,5,5.5,5,5,5.5,0,0,0,0,null,,null,1,null,null,2,1,null,0.4583,24,null,null,,null,null,null,1,null,1,1,null,null,6,null,null,null,null,1,null,1,null,1,33.7,-10,-1.82,0,Havre AC,FC Metz,dim. 29/10 15:00,35.714285714285715,0.32259,0.32542,0.33062,
Grandsir Samuel,MO,8,-1,,12,21.12,6.17,10,12,9,12,10,11,12,13,4.71,4.33,4.88,454.43,7,3,21,1.11,0.29,0.89,1,0,3,0.14,0,0.57,222,63,1139,31.71,21,54.24,222,380,6,8,4.5,4,4.5,0,4.5,0,3.5,5,7,4.5,6,0,0,5,5.5,5,5,4.5,7,0,4.5,4,4.5,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,6,4,2,0.8281,141,2,3,35.29,8,null,null,1,6,10,9,1,4,30,5,5,6,null,-3,null,-6,1,3,56.87,-50.5,0.26,0,Havre AC,FC Metz,dim. 29/10 15:00,35.714285714285715,0.32259,0.32542,0.33062,
Targhalline Oussama,MD,3,-3,,9,9.53,1.87,8,9,6,6,9,9,8,10,6,0,5.42,519,1,0,13,0,0,0.73,0,0,1,1,0,0.62,90,0,774,90,0,59.54,,774,7.5,1000,0,0,0,0,0,0,0,0,6,5.5,5,5,5.5,6,7.5,0,0,5,5,0,5,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,1,0,null,0.8519,68,2,2,57.14,1,null,null,6,8,1,1,1,2,8,2,2,null,null,null,null,null,null,null,249.5,-105,3.8,0,Havre AC,FC Metz,dim. 29/10 15:00,35.714285714285715,0.32259,0.32542,0.33062,† Hanche
Touré Abdoulaye,MD,10,1,,11,11.4,02.06,10,12,10,10,10,12,11,11,5.22,5.22,5.22,488,9,9,9,0.67,0.67,0.67,0,0,0,0.89,0.89,0.89,705,705,705,78.33,78.33,78.33,,,null,1000,6,5.5,4,5,5.5,6,5.5,4.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,null,null,null,null,7,3,null,0.8765,493,10,9,53.61,6,null,null,28,30,1,1,5,10,75,2,2,9,null,-1,null,-2,1,9,161.17,-121.94,-8.63,0,Havre AC,FC Metz,dim. 29/10 15:00,35.714285714285715,0.32259,0.32542,0.33062,
Kechta Yassine,MD,10,1,,12,6.36,2.62,10,10,10,10,10,10,10,14,5.19,0,5.2,483.63,8,0,23,0.59,0,0.65,0,0,0,0.63,0,0.83,423,0,1469,52.88,0,63.87,,,null,1000,0,5,5,5,5,6.5,5.5,5,4.5,0,0,0,0,0,0,0,0,0,5,4.5,4,5.5,5,5.5,4,5,6,4.5,6,5.5,6,5.5,6,0,0,0,0,0,1,,null,null,null,null,5,2,1,0.8313,274,9,6,40.32,7,null,null,14,15,3,3,null,5,47,4,4,4,null,-1,null,-2,null,5,105.69,-78.62,-6.55,0,Havre AC,FC Metz,dim. 29/10 15:00,35.714285714285715,0.32259,0.32542,0.33062,
Joujou Antoine,MO,6,-3,,12,3.55,1.87,11,12,11,11,12,14,10,10,5,0,5,522.33,3,0,20,0.87,0,0.69,0,0,1,0,0,0.2,79,0,590,26.33,0,29.5,,590,6.5,1000,0,0,0,0,0,6,0,4.5,4.5,5,0,0,0,5,4.5,5.5,5.5,5,5.5,4.5,5,6.5,5,5,5,4,4,4,6,0,0,0,0,0,0,0,0,0,null,,null,null,2,null,1,0,1,0.756,57,null,1,38.1,2,null,null,2,3,3,3,1,null,17,5,5,5,null,null,null,2,null,2,68.37,-27.53,-0.8,0,Havre AC,FC Metz,dim. 29/10 15:00,35.714285714285715,0.32259,0.32542,0.33062,
Ndiaye Rassoul,MD,10,0,,10,7.66,1.12,10,11,10,10,10,10,11,11,4.69,0,5,472,8,0,27,0.84,0,0.88,0,0,1,0.5,0,0.85,310,0,1801,38.75,0,66.7,,1801,7,1000,0,3,4.5,4.5,5,5,5,6,4.5,4,0,5,5,4.5,4.5,0,4,7,6,5,5,0,0,0,5,6,7,5.5,5,4.5,4,5,5.5,0,0,0,0,0,null,,null,null,null,null,3,1,1,0.6186,202,2,10,56.86,6,null,null,9,12,3,3,5,8,35,null,null,5,null,-1,null,-2,null,3,70.75,-76.19,-3.1,0,Havre AC,FC Metz,dim. 29/10 15:00,35.714285714285715,0.32259,0.32542,0.33062,
Confais Aloïs,MD,1,-2,,3,0.19,0.19,3,3,3,3,6,6,3,3,0,0,5,0,0,0,6,0,0,0.45,0,0,0,0,0,0.17,0,0,120,0,0,20,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5.5,0,5.5,0,0,0,0,0,4.5,5,0,0,0,0,4.5,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Havre AC,FC Metz,dim. 29/10 15:00,35.714285714285715,0.32259,0.32542,0.33062,
Bodmer Mathéo,MD,1,0,,1,0.56,0.37,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Havre AC,FC Metz,dim. 29/10 15:00,35.714285714285715,0.32259,0.32542,0.33062,🏠Hors groupe
Bentoumi Mokrane,MD,1,0,,1,0.56,0.19,1,1,1,1,,,1,1,0,0,5,0,0,0,3,0,0,0.5,0,0,0,0,0,0,0,0,74,0,0,24.67,,,null,1000,0,0,0,0,0,0,0,0,0,0,5,4.5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Havre AC,FC Metz,dim. 29/10 15:00,35.714285714285715,0.32259,0.32542,0.33062,🏠Hors groupe
Alioui Nabil,A,15,2,,23,97.2,71.78,21,28,21,30,21,28,24,29,5.61,5.61,5.32,538.11,9,9,25,1.29,1.29,01.08,4,4,7,0.89,0.89,0.72,605,605,1514,67.22,67.22,60.56,151,216,6,3.75,6,4.5,4,7,5,7,7.5,4.5,5,5,0,3.5,5,5.5,6.5,4.5,5,0,5,6,5,4.5,0,0,0,0,0,0,0,4.5,4,5,7,6.5,0,0,0,0,2,,null,2,null,3,14,9,5,0.6741,285,3,1,39.06,8,null,null,6,9,8,4,1,10,98,12,12,11,null,-1,null,-2,null,13,142.47,-52.37,11.33,0,Havre AC,FC Metz,dim. 29/10 15:00,35.714285714285715,0.32259,0.32542,0.33062,
